品番,ライフサイクル,グループ,機能1,機能2,V<sub>CC</sub> (Min)(V),V<sub>CC</sub> (Max)(V),I<sub>O</sub> (Min)(mA),tpd_tpz (Typ.)(nsec),ピン数,面実装区分,パッケージ名(Toshiba),
"TC74VHC244FT","","TC74VHC","Gate","Bus Buffer","2","5.5","8","3.9","20","Y","TSSOP20",
"TC74VHC244F","","TC74VHC","Gate","Bus Buffer","2","5.5","8","3.9","20","Y","SOP20",
"TC74VHC245FK","","TC74VHC","Gate","Bus Transceiver","2","5.5","8","4","20","Y","US20",
"TC74VHC245FT","","TC74VHC","Gate","Bus Transceiver","2","5.5","8","4","20","Y","TSSOP20",
"TC74VHC245F","","TC74VHC","Gate","Bus Transceiver","2","5.5","8","4","20","Y","SOP20",
"TC74VHC257FK","","TC74VHC","Multiplexer","2-Channel Multiplexer","2","5.5","8","3.6","16","Y","US16",
"TC74VHC257FT","","TC74VHC","Multiplexer","2-Channel Multiplexer","2","5.5","8","3.6","16","Y","TSSOP16",
"TC74VHC257F","","TC74VHC","Multiplexer","2-Channel Multiplexer","2","5.5","8","3.6","16","Y","SOP16",
"TC74VHC273FK","","TC74VHC","Flip-Flop","D-Type Flip-Flop","2","5.5","8","5.8","20","Y","US20",
"TC74VHC273FT","","TC74VHC","Flip-Flop","D-Type Flip-Flop","2","5.5","8","5.8","20","Y","TSSOP20",
"TC74VHC273F","","TC74VHC","Flip-Flop","D-Type Flip-Flop","2","5.5","8","5.8","20","Y","SOP20",
"TC74VHC27FK","","TC74VHC","Gate","NOR","2","5.5","8","4.1","14","Y","US14",
"TC74VHC27FT","","TC74VHC","Gate","NOR","2","5.5","8","4.1","14","Y","TSSOP14",
"TC74VHC27F","","TC74VHC","Gate","NOR","2","5.5","8","4.1","14","Y","SOP14",
"TC74VHC299FT","","TC74VHC","Shift Register","Parallel-In/Parallel-Out Shift Register","2","5.5","8","8.5","20","Y","TSSOP20",
"TC74VHC299F","","TC74VHC","Shift Register","Parallel-In/Parallel-Out Shift Register","2","5.5","8","8.5","20","Y","SOP20",
"TC74VHC32FK","","TC74VHC","Gate","OR","2","5.5","8","3.8","14","Y","US14",
"TC74VHC32FT","","TC74VHC","Gate","OR","2","5.5","8","3.8","14","Y","TSSOP14",
"TC74VHC32F","","TC74VHC","Gate","OR","2","5.5","8","3.8","14","Y","SOP14",
"TC74VHC367FK","","TC74VHC","Gate","Bus Buffer","2","5.5","8","3.8","16","Y","US16",
"TC74VHC367FT","","TC74VHC","Gate","Bus Buffer","2","5.5","8","3.8","16","Y","TSSOP16",
"TC74VHC367F","","TC74VHC","Gate","Bus Buffer","2","5.5","8","3.8","16","Y","SOP16",
"TC74VHC368FK","","TC74VHC","Gate","Bus Buffer","2","5.5","8","3.8","16","Y","US16",
"TC74VHC368FT","","TC74VHC","Gate","Bus Buffer","2","5.5","8","3.8","16","Y","TSSOP16",
"TC74VHC368F","","TC74VHC","Gate","Bus Buffer","2","5.5","8","3.8","16","Y","SOP16",
"TC74VHC373FK","","TC74VHC","Latch","D-Type Latch","2","5.5","8","5","20","Y","US20",
"TC74VHC373FT","","TC74VHC","Latch","D-Type Latch","2","5.5","8","5","20","Y","TSSOP20",
"TC74VHC373F","","TC74VHC","Latch","D-Type Latch","2","5.5","8","5","20","Y","SOP20",
"TC74VHC374FK","","TC74VHC","Flip-Flop","D-Type Flip-Flop","2","5.5","8","5.4","20","Y","US20",
"TC74VHC374FT","","TC74VHC","Flip-Flop","D-Type Flip-Flop","2","5.5","8","5.4","20","Y","TSSOP20",
"TC74VHC374F","","TC74VHC","Flip-Flop","D-Type Flip-Flop","2","5.5","8","5.4","20","Y","SOP20",
"TC74VHC393FK","","TC74VHC","Counter","Binary Counter","2","5.5","8","5.8","14","Y","US14",
"TC74VHC393FT","","TC74VHC","Counter","Binary Counter","2","5.5","8","5.8","14","Y","TSSOP14",
"TC74VHC393F","","TC74VHC","Counter","Binary Counter","2","5.5","8","5.8","14","Y","SOP14",
"TC74VHC4020FK","","TC74VHC","Counter","Binary Counter","2","5.5","8","4.8","16","Y","US16",
"TC74VHC4020FT","","TC74VHC","Counter","Binary Counter","2","5.5","8","4.8","16","Y","TSSOP16",
"TC74VHC4020F","","TC74VHC","Counter","Binary Counter","2","5.5","8","4.8","16","Y","SOP16",
"TC74VHC4040FK","","TC74VHC","Counter","Binary Counter","2","5.5","8","4.8","16","Y","US16",
"TC74VHC4040FT","","TC74VHC","Counter","Binary Counter","2","5.5","8","4.8","16","Y","TSSOP16",
"TC74VHC4040F","","TC74VHC","Counter","Binary Counter","2","5.5","8","4.8","16","Y","SOP16",
"TC74VHC4051AFK","","TC74VHC","Multiplexer","8-Channel Analog Multiplexer","2","5.5","","1.6","16","Y","US16",
"TC74VHC4051AFT","","TC74VHC","Multiplexer","8-Channel Analog Multiplexer","2","5.5","","1.6","16","Y","TSSOP16",
"TC74VHC4051AF","","TC74VHC","Multiplexer","8-Channel Analog Multiplexer","2","5.5","","1.6","16","Y","SOP16",
"TC74VHC4052AFK","","TC74VHC","Multiplexer","4-Channel Analog Multiplexer","2","5.5","","1.6","16","Y","US16",
"TC74VHC4052AFT","","TC74VHC","Multiplexer","4-Channel Analog Multiplexer","2","5.5","","1.6","16","Y","TSSOP16",
"TC74VHC4052AF","","TC74VHC","Multiplexer","4-Channel Analog Multiplexer","2","5.5","","1.6","16","Y","SOP16",
"TC74VHC4053AFK","","TC74VHC","Multiplexer","2-Channel Analog Multiplexer","2","5.5","","1.6","16","Y","US16",
"TC74VHC4053AFT","","TC74VHC","Multiplexer","2-Channel Analog Multiplexer","2","5.5","","1.6","16","Y","TSSOP16",
"TC74VHC4053AF","","TC74VHC","Multiplexer","2-Channel Analog Multiplexer","2","5.5","","1.6","16","Y","SOP16",
"TC74VHC4066AFK","","TC74VHC","Other","Bilateral Switch","2","5.5","","1.6","14","Y","US14",
"TC74VHC4066AFT","","TC74VHC","Other","Bilateral Switch","2","5.5","","1.6","14","Y","TSSOP14",
"TC74VHC4066AF","","TC74VHC","Other","Bilateral Switch","2","5.5","","1.6","14","Y","SOP14",
"TC74VHC540FK","","TC74VHC","Gate","Bus Buffer","2","5.5","8","3.73","20","Y","US20",
"TC74VHC540FT","","TC74VHC","Gate","Bus Buffer","2","5.5","8","3.73","20","Y","TSSOP20",
"TC74VHC540F","","TC74VHC","Gate","Bus Buffer","2","5.5","8","3.73","20","Y","SOP20",
"TC74VHC541FK","","TC74VHC","Gate","Bus Buffer","2","5.5","8","3.73","20","Y","US20",
"TC74VHC541FT","","TC74VHC","Gate","Bus Buffer","2","5.5","8","3.73","20","Y","TSSOP20",
"TC74VHC541F","","TC74VHC","Gate","Bus Buffer","2","5.5","8","3.73","20","Y","SOP20",
"TC74VHC573FK","","TC74VHC","Latch","D-Type Latch","2","5.5","8","4.5","20","Y","US20",
"TC74VHC573FT","","TC74VHC","Latch","D-Type Latch","2","5.5","8","4.5","20","Y","TSSOP20",
"TC74VHC573F","","TC74VHC","Latch","D-Type Latch","2","5.5","8","4.5","20","Y","SOP20",
"TC74VHC574FK","","TC74VHC","Flip-Flop","D-Type Flip-Flop","2","5.5","8","5.6","20","Y","US20",
"TC74VHC574FT","","TC74VHC","Flip-Flop","D-Type Flip-Flop","2","5.5","8","5.6","20","Y","TSSOP20",
"TC74VHC574F","","TC74VHC","Flip-Flop","D-Type Flip-Flop","2","5.5","8","5.6","20","Y","SOP20",
"TC74VHC595FK","","TC74VHC","Shift Register","8-Bit Shift Register","2","5.5","8","6.2","16","Y","US16",
"TC74VHC595FT","","TC74VHC","Shift Register","8-Bit Shift Register","2","5.5","8","6.2","16","Y","TSSOP16",
"TC74VHC595F","","TC74VHC","Shift Register","8-Bit Shift Register","2","5.5","8","6.2","16","Y","SOP16",
"TC74VHC74FK","","TC74VHC","Flip-Flop","D-Type Flip-Flop","2","5.5","8","4.6","14","Y","US14",
"TC74VHC74FT","","TC74VHC","Flip-Flop","D-Type Flip-Flop","2","5.5","8","4.6","14","Y","TSSOP14",
"TC74VHC74F","","TC74VHC","Flip-Flop","D-Type Flip-Flop","2","5.5","8","4.6","14","Y","SOP14",
"TC74VHC86FK","","TC74VHC","Gate","Exclusive-OR","2","5.5","8","4.8","14","Y","US14",
"TC74VHC86FT","","TC74VHC","Gate","Exclusive-OR","2","5.5","8","4.8","14","Y","TSSOP14",
"TC74VHC86F","","TC74VHC","Gate","Exclusive-OR","2","5.5","8","4.8","14","Y","SOP14",
"TC74VHC9125FK","","TC74VHC","Gate","Universal Schmitt Buffer","2","5.5","8","5","14","Y","US14",
"TC74VHC9125FT","","TC74VHC","Gate","Universal Schmitt Buffer","2","5.5","8","5","14","Y","TSSOP14",
"TC74VHC9125P","","TC74VHC","Gate","Universal Schmitt Buffer","2","5.5","8","5","14","Y","DIP14",
"TC74VHC9126FK","","TC74VHC","Gate","Universal Schmitt Buffer","2","5.5","8","5","14","Y","US14",
"TC74VHC9126FT","","TC74VHC","Gate","Universal Schmitt Buffer","2","5.5","8","5","14","Y","TSSOP14",
"TC74VHC9126P","","TC74VHC","Gate","Universal Schmitt Buffer","2","5.5","8","5","14","Y","DIP14",
"TC74VHC9151FK","","TC74VHC","Buffer","Schmitt Buffer","2.0","5.5","8","3.3","20","Y","US20",
"TC74VHC9151FT","","TC74VHC","Buffer","Schmitt Buffer","2.0","5.5","8","3.3","20","Y","TSSOP20",
"TC74VHC9151P","","TC74VHC","Buffer","Schmitt Buffer","2.0","5.5","8","3.3","20","Y","DIP20",
"TC74VHC9152FK","","TC74VHC","Buffer","Schmitt Inverter","2.0","5.5","8","3.6","20","Y","US20",
"TC74VHC9152FT","","TC74VHC","Buffer","Schmitt Inverter","2.0","5.5","8","3.6","20","Y","TSSOP20",
"TC74VHC9152P","","TC74VHC","Buffer","Schmitt Inverter","2.0","5.5","8","3.6","20","Y","DIP20",
"TC74VHC9164FK","","TC74VHC","Shift Register","8-Bit Shift Register (Parallel-In/Serial-Out /  Serial-In/Parallel-Out)","2","5.5","8","6.7","16","Y","US16",
"TC74VHC9164FT","","TC74VHC","Shift Register","8-Bit Shift Register (Parallel-In/Serial-Out /  Serial-In/Parallel-Out)","2","5.5","8","6.7","16","Y","TSSOP16",
"TC74VHC9273FK","","TC74VHC","Flip-Flop","D-Type Flip-Flop","2","5.5","8","4.2","20","Y","US20",
"TC74VHC9273FT","","TC74VHC","Flip-Flop","D-Type Flip-Flop","2","5.5","8","4.2","20","Y","TSSOP20",
"TC74VHC9273P","","TC74VHC","Flip-Flop","D-Type Flip-Flop","2","5.5","8","4.2","20","Y","DIP20",
"TC74VHC9541FK","","TC74VHC","Gate","Universal Schmitt Buffer","2","5.5","8","5","20","Y","US20",
"TC74VHC9541FT","","TC74VHC","Gate","Universal Schmitt Buffer","2","5.5","8","5","20","Y","TSSOP20",
"TC74VHC9541P","","TC74VHC","Gate","Universal Schmitt Buffer","2","5.5","8","5","20","Y","DIP20",
"TC74VHC9595FK","","TC74VHC","Shift Register","8-Bit Shift Register/Latch","2","5.5","8","4.5","16","Y","US16",
"TC74VHC9595FT","","TC74VHC","Shift Register","8-Bit Shift Register/Latch","2","5.5","8","4.5","16","Y","TSSOP16",
"TC74VHCT00AFK","","TC74VHCT","Gate","NAND","4.5","5.5","8","5","14","Y","US14",
"TC74VHCT00AFT","","TC74VHCT","Gate","NAND","4.5","5.5","8","5","14","Y","TSSOP14",
"TC74VHCT00AF","","TC74VHCT","Gate","NAND","4.5","5.5","8","5","14","Y","SOP14",
"TC74VHCT04AFK","","TC74VHCT","Gate","Inverter","4.5","5.5","8","4.7","14","Y","US14",
"TC74VHCT04AFT","","TC74VHCT","Gate","Inverter","4.5","5.5","8","4.7","14","Y","TSSOP14",
"TC74VHCT04AF","","TC74VHCT","Gate","Inverter","4.5","5.5","8","4.7","14","Y","SOP14",
"TC74VHCT08AFK","","TC74VHCT","Gate","AND","4.5","5.5","8","5","14","Y","US14",
"TC74VHCT08AFT","","TC74VHCT","Gate","AND","4.5","5.5","8","5","14","Y","TSSOP14",
"TC74VHCT08AF","","TC74VHCT","Gate","AND","4.5","5.5","8","5","14","Y","SOP14",
"TC74VHCT125AFK","","TC74VHCT","Gate","Bus Buffer","4.5","5.5","8","3.8","14","Y","US14",
"TC74VHCT125AFT","","TC74VHCT","Gate","Bus Buffer","4.5","5.5","8","3.8","14","Y","TSSOP14",
"TC74VHCT125AF","","TC74VHCT","Gate","Bus Buffer","4.5","5.5","8","3.8","14","Y","SOP14",
"TC74VHCT126AFK","","TC74VHCT","Gate","Bus Buffer","4.5","5.5","8","3.8","14","Y","US14",
"TC74VHCT126AFT","","TC74VHCT","Gate","Bus Buffer","4.5","5.5","8","3.8","14","Y","TSSOP14",
"TC74VHCT126AF","","TC74VHCT","Gate","Bus Buffer","4.5","5.5","8","3.8","14","Y","SOP14",
"TC74VHCT138AFK","","TC74VHCT","Decoder","3-to-8 Line Decoder","4.5","5.5","8","7.6","16","Y","US16",
"TC74VHCT138AFT","","TC74VHCT","Decoder","3-to-8 Line Decoder","4.5","5.5","8","7.6","16","Y","TSSOP16",
"TC74VHCT138AF","","TC74VHCT","Decoder","3-to-8 Line Decoder","4.5","5.5","8","7.6","16","Y","SOP16",
"TC74VHCT139AFK","","TC74VHCT","Decoder","2-to-4 Line Decoder","4.5","5.5","8","5","16","Y","US16",
"TC74VHCT139AFT","","TC74VHCT","Decoder","2-to-4 Line Decoder","4.5","5.5","8","5","16","Y","TSSOP16",
"TC74VHCT139AF","","TC74VHCT","Decoder","2-to-4 Line Decoder","4.5","5.5","8","5","16","Y","SOP16",
"TC74VHCT14AFK","","TC74VHCT","Gate","Schmitt Inverter","4.5","5.5","8","5","14","Y","US14",
"TC74VHCT14AFT","","TC74VHCT","Gate","Schmitt Inverter","4.5","5.5","8","5","14","Y","TSSOP14",
"TC74VHCT14AF","","TC74VHCT","Gate","Schmitt Inverter","4.5","5.5","8","5","14","Y","SOP14",
"TC74VHCT240AFK","","TC74VHCT","Gate","Bus Buffer","4.5","5.5","8","6.1","20","Y","US20",
"TC74VHCT240AFT","","TC74VHCT","Gate","Bus Buffer","4.5","5.5","8","6.1","20","Y","TSSOP20",
"TC74VHCT240AF","","TC74VHCT","Gate","Bus Buffer","4.5","5.5","8","6.1","20","Y","SOP20",
"TC74VHCT244AFK","","TC74VHCT","Gate","Bus Buffer","4.5","5.5","8","6.1","20","Y","US20",
"TC74VHCT244AFT","","TC74VHCT","Gate","Bus Buffer","4.5","5.5","8","6.1","20","Y","TSSOP20",
"TC74VHCT244AF","","TC74VHCT","Gate","Bus Buffer","4.5","5.5","8","6.1","20","Y","SOP20",
"TC74VHCT245AFK","","TC74VHCT","Gate","Bus Transceiver","4.5","5.5","8","4.9","20","Y","US20",
"TC74VHCT245AFT","","TC74VHCT","Gate","Bus Transceiver","4.5","5.5","8","4.9","20","Y","TSSOP20",
"TC74VHCT245AF","","TC74VHCT","Gate","Bus Transceiver","4.5","5.5","8","4.9","20","Y","SOP20",
"TC74VHCT32AFK","","TC74VHCT","Gate","OR","4.5","5.5","8","3.8","14","Y","US14",
"TC74VHCT32AFT","","TC74VHCT","Gate","OR","4.5","5.5","8","3.8","14","Y","TSSOP14",
"TC74VHCT32AF","","TC74VHCT","Gate","OR","4.5","5.5","8","3.8","14","Y","SOP14",
"TC74VHCT367AFT","","TC74VHCT","Gate","Bus Buffer","4.5","5.5","8","4.7","16","Y","TSSOP16",
"TC74VHCT367AF","","TC74VHCT","Gate","Bus Buffer","4.5","5.5","8","4.7","16","Y","SOP16",
"TC74VHCT373AFK","","TC74VHCT","Latch","D-Type Latch","4.5","5.5","8","7.7","20","Y","US20",
"TC74VHCT373AFT","","TC74VHCT","Latch","D-Type Latch","4.5","5.5","8","7.7","20","Y","TSSOP20",
"TC74VHCT373AF","","TC74VHCT","Latch","D-Type Latch","4.5","5.5","8","7.7","20","Y","SOP20",
"TC74VHCT374AFK","","TC74VHCT","Flip-Flop","D-Type Flip-Flop","4.5","5.5","8","4.1","20","Y","US20",
"TC74VHCT374AFT","","TC74VHCT","Flip-Flop","D-Type Flip-Flop","4.5","5.5","8","4.1","20","Y","TSSOP20",
"TC74VHCT374AF","","TC74VHCT","Flip-Flop","D-Type Flip-Flop","4.5","5.5","8","4.1","20","Y","SOP20",
"TC74VHCT540AFK","","TC74VHCT","Gate","Bus Buffer","4.5","5.5","8","5.4","20","Y","US20",
"TC74VHCT540AFT","","TC74VHCT","Gate","Bus Buffer","4.5","5.5","8","5.4","20","Y","TSSOP20",
"TC74VHCT540AF","","TC74VHCT","Gate","Bus Buffer","4.5","5.5","8","5.4","20","Y","SOP20",
"TC74VHCT541AFK","","TC74VHCT","Gate","Bus Buffer","4.5","5.5","8","5.4","20","Y","US20",
"TC74VHCT541AFT","","TC74VHCT","Gate","Bus Buffer","4.5","5.5","8","5.4","20","Y","TSSOP20",
"TC74VHCT541AF","","TC74VHCT","Gate","Bus Buffer","4.5","5.5","8","5.4","20","Y","SOP20",
"TC74VHCT573AFK","","TC74VHCT","Latch","D-Type Latch","4.5","5.5","8","7.7","20","Y","US20",
"TC74VHCT573AFT","","TC74VHCT","Latch","D-Type Latch","4.5","5.5","8","7.7","20","Y","TSSOP20",
"TC74VHCT573AF","","TC74VHCT","Latch","D-Type Latch","4.5","5.5","8","7.7","20","Y","SOP20",
"TC74VHCT574AFK","","TC74VHCT","Flip-Flop","D-Type Flip-Flop","4.5","5.5","8","4.1","20","Y","US20",
"TC74VHCT574AFT","","TC74VHCT","Flip-Flop","D-Type Flip-Flop","4.5","5.5","8","4.1","20","Y","TSSOP20",
"TC74VHCT574AF","","TC74VHCT","Flip-Flop","D-Type Flip-Flop","4.5","5.5","8","4.1","20","Y","SOP20",
"TC74VHCT74AFT","","TC74VHCT","Flip-Flop","D-Type Flip-Flop","4.5","5.5","8","5.8","14","Y","TSSOP14",
"TC74VHCT74AF","","TC74VHCT","Flip-Flop","D-Type Flip-Flop","4.5","5.5","8","5.8","14","Y","SOP14",
"TC74VHCT86AFT","","TC74VHCT","Gate","Exclusive-OR","4.5","5.5","8","4.8","14","Y","TSSOP14",
"TC74VHCT86AF","","TC74VHCT","Gate","Exclusive-OR","4.5","5.5","8","4.8","14","Y","SOP14",
"TC74VHCT9125AFK","","TC74VHCT","Gate","Universal Schmitt Buffer","4.5","5.5","8","6.6","14","Y","US14",
"TC74VHCT9125AFT","","TC74VHCT","Gate","Universal Schmitt Buffer","4.5","5.5","8","6.6","14","Y","TSSOP14",
"TC74VHCT9126AFK","","TC74VHCT","Gate","Universal Schmitt Buffer","4.5","5.5","8","6.6","14","Y","US14",
"TC74VHCT9126AFT","","TC74VHCT","Gate","Universal Schmitt Buffer","4.5","5.5","8","6.6","14","Y","TSSOP14",
"TC74VHCT9273FK","","TC74VHCT","Flip-Flop","D-Type Flip-Flop","4.5","5.5","8","4.7","20","Y","US20",
"TC74VHCT9273FT","","TC74VHCT","Flip-Flop","D-Type Flip-Flop","4.5","5.5","8","4.7","20","Y","TSSOP20",
"TC74VHCT9273P","","TC74VHCT","Flip-Flop","D-Type Flip-Flop","4.5","5.5","8","4.7","20","Y","DIP20",
"TC74VHCT9541AFK","","TC74VHCT","Buffer","Universal Schmitt Buffer","4.5","5.5","8","6.5","20","Y","US20",
"TC74VHCT9541AFT","","TC74VHCT","Buffer","Universal Schmitt Buffer","4.5","5.5","8","6.5","20","Y","TSSOP20",
"TC74VHCU04FT","","TC74VHC","Gate","Inverter","2","5.5","8","3.5","14","Y","TSSOP14",
"TC74VHCU04F","","TC74VHC","Gate","Inverter","2","5.5","8","3.5","14","Y","SOP14",
"TC74VHCV05FK","","TC74VHCV","Gate","Hex Schmitt Inverter (Open Drain)","1.8","5.5","16","4.2","14","Y","US14",
"TC74VHCV05FT","","TC74VHCV","Gate","Hex Schmitt Inverter (Open Drain)","1.8","5.5","16","4.2","14","Y","TSSOP14",
"TC74VHCV07FK","","TC74VHCV","Gate","Hex Schmitt Buffer (Open Drain)","1.8","5.5","16","3.8","14","Y","US14",
"TC74VHCV07FT","","TC74VHCV","Gate","Hex Schmitt Buffer (Open Drain)","1.8","5.5","16","3.8","14","Y","TSSOP14",
"TC74VHCV14FK","","TC74VHCV","Gate","Schmitt Inverter","1.8","5.5","16","5.0","14","Y","US14",
"TC74VHCV14FT","","TC74VHCV","Gate","Schmitt Inverter","1.8","5.5","16","5.0","14","Y","TSSOP14",
"TC74VHCV17FK","","TC74VHCV","Gate","Hex Schmitt Buffer","1.8","5.5","16","4.5","14","Y","US14",
"TC74VHCV17FT","","TC74VHCV","Gate","Hex Schmitt Buffer","1.8","5.5","16","4.5","14","Y","TSSOP14",
"TC74VHCV240FK","","TC74VHCV","Buffer","Octal Schmitt Bus Buffer","1.8","5.5","16","3.9","20","Y","US20",
"TC74VHCV240FT","","TC74VHCV","Buffer","Octal Schmitt Bus Buffer","1.8","5.5","16","3.9","20","Y","TSSOP20",
"TC74VHCV244FK","","TC74VHCV","Buffer","Octal Schmitt Bus Buffer","1.8","5.5","16","3.8","20","Y","US20",
"TC74VHCV244FT","","TC74VHCV","Buffer","Octal Schmitt Bus Buffer","1.8","5.5","16","3.8","20","Y","TSSOP20",
"TC74VHCV245FK","","TC74VHCV","Counter","2-Channel Analog Multiplexer","1.8","5.5","16","3.8","20","Y","US20",
"TC74VHCV245FT","","TC74VHCV","Counter","2-Channel Analog Multiplexer","1.8","5.5","16","3.8","20","Y","TSSOP20",
"TC74VHCV373FK","","TC74VHCV","Latch","Octal Schmitt D-Type Latch with 3-State Output","1.8","5.5","16","5.4","20","Y","US20",
"TC74VHCV373FT","","TC74VHCV","Latch","Octal Schmitt D-Type Latch with 3-State Output","1.8","5.5","16","5.4","20","Y","TSSOP20",
"TC74VHCV374FK","","TC74VHCV","Flip-Flop","Octal Schmitt D-Type Flip-Flop with 3-State Output","1.8","5.5","16","5.4","20","Y","US20",
"TC74VHCV374FT","","TC74VHCV","Flip-Flop","Octal Schmitt D-Type Flip-Flop with 3-State Output","1.8","5.5","16","5.4","20","Y","TSSOP20",
"TC74VHCV540FK","","TC74VHCV","Buffer","Octal Schmitt Bus Buffer","1.8","5.5","16","4.1","20","Y","US20",
"TC74VHCV540FT","","TC74VHCV","Buffer","Octal Schmitt Bus Buffer","1.8","5.5","16","4.1","20","Y","TSSOP20",
"TC74VHCV541FK","","TC74VHCV","Buffer","Octal Schmitt Bus Buffer","1.8","5.5","16","3.9","20","Y","US20",
"TC74VHCV541FT","","TC74VHCV","Buffer","Octal Schmitt Bus Buffer","1.8","5.5","16","3.9","20","Y","TSSOP20",
"TC74VHCV573FK","","TC74VHCV","Latch","Octal Schmitt D-Type Latch with 3-State Output","1.8","5.5","16","5.0","20","Y","US20",
"TC74VHCV573FT","","TC74VHCV","Latch","Octal Schmitt D-Type Latch with 3-State Output","1.8","5.5","16","5.0","20","Y","TSSOP20",
"TC74VHCV574FK","","TC74VHCV","Flip-Flop","Octal Schmitt D-Type Flip-Flop with 3-State Output","1.8","5.5","16","5.0","20","Y","US20",
"TC74VHCV574FT","","TC74VHCV","Flip-Flop","Octal Schmitt D-Type Flip-Flop with 3-State Output","1.8","5.5","16","5.0","20","Y","TSSOP20",

